"Note: This is a sample of the player file and includes only 1,500 players. The full version is over 10,000.",,,,,,,,,,,,,,,,,,,,,,,,,,
player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp,nflid,pimg
AP-1300,Artose,Pinner,A.Pinner,RB,,70,232,1/5/1978,4.68,0,0,0,0,0,0,0,99,Kentucky,Southeastern (SEC),2003,INA,INA,0,0,2505518,PIN725546.png
AP-1400,Andrew,Pinnock,A.Pinnock,RB,,70,260,3/12/1980,4.62,22,0,0,0,0,0,0,229,South Carolina,Southeastern (SEC),2003,INA,INA,0,0,2505457,PIN751796.png
AP-1500,Antonio,Pittman,A.Pittman,RB,,71,207,12/19/1985,4.4,16,35.5,123,4.16,6.84,0,0,107,Ohio State,Big Ten,2007,INA,INA,0,0,2495711,PIT089744.png
AP-1600,Anthony,Pleasant,A.Pleasant,DL,,77,280,1/27/1968,0,0,0,0,0,0,0,0,73,Tennessee State,Ohio Valley,1990,INA,INA,0,0,2502495,PLE166116.png
AP-1700,Ahmed,Plummer,A.Plummer,DB,,72,191,3/26/1976,4.43,0,0,0,0,0,0,0,24,Ohio State,Big Ten,2000,INA,INA,0,0,2504218,PLU140514.png
AP-1800,Adam,Podlesh,A.Podlesh,K,,71,209,8/11/1983,4.54,0,0,0,0,0,0,0,101,Maryland,Atlantic Coast (ACC),2007,INA,INA,0,0,2507193,POD192813.png
AP-1900,Anthony,Poindexter,A.Poindexter,DB,,72,210,7/28/1976,4.6,0,0,0,0,0,0,0,216,Virginia,Atlantic Coast (ACC),2000,INA,INA,0,0,2502500,POI588435.png
AP-2000,Alvin,Porter,A.Porter,DB,,71,175,5/10/1977,0,0,0,0,0,0,0,0,0,Oklahoma State,Big 12,2001,INA,INA,0,0,2504493,POR117657.png
AP-2050,Andrew,Price,A.Price,TE,,78,259,9/8/1993,4.83,21,30.5,117,4.64,7.24,0,0,0,UNLV,Mountain West (MWC),2017,INA,INA,0,0,2559467,PRI034057.png
AP-2100,Alfred,Pupunu,A.Pupunu,TE,,74,260,10/17/1969,0,0,0,0,0,0,0,0,0,Weber State,Big Sky,1992,INA,INA,0,0,2502563,PUP664466.png
AQ-0100,Andrew,Quarless,A.Quarless,TE,,76,252,10/6/1988,4.68,23,32,119,4.57,7.29,34,10.25,154,Penn State,Big Ten,2010,INA,INA,0,0,497258,QUA373212.png
AR-0100,Andre,Ramsey,A.Ramsey,OL,,77,322,7/24/1987,5.43,26,25,0,0,0,0,0,0,Ball State,Mid-American (MAC),2009,INA,INA,0,0,2507620,RAM200894.png
AR-0200,Antwaan,Randle El,A.Randle El,WR,RB,70,192,8/17/1979,4.49,0,0,0,0,0,0,0,62,Indiana,Big Ten,2002,INA,INA,0,0,505060,null.png
AR-0300,Anthony,Redmon,A.Redmon,OL,,77,308,4/9/1971,0,0,0,0,0,0,0,0,139,Auburn,Southeastern (SEC),1994,INA,INA,0,0,2502604,RED563019.png
AR-0325,Adam,Redmond,A.Redmond,OL,,78,290,5/19/1993,5.19,24,28,99,4.64,7.51,0,0,0,Harvard,Ivy League,2016,IND,C,61,2,2556395,RED598410.png
AR-0350,Alex,Redmond,A.Redmond,OL,,77,294,1/18/1995,5.26,30,28,111,4.9,7.75,0,0,0,UCLA,Pacific 12,2016,CIN,RG,62,2,2556662,RED608160.png
AR-0400,Andre,Reed,A.Reed,WR,,74,190,1/29/1964,0,0,0,0,0,0,0,0,86,Kutztown,,1985,INA,INA,0,0,2502607,REE121548.png
AR-0500,Allen,Reese,A.Reese,DL,,70,294,10/10/1980,0,0,0,0,0,0,0,0,0,Kansas State,Big 12,2003,INA,INA,0,0,0,null.png
AR-0550,Austin,Rehkow,A.Rehkow,K,,75,212,3/17/1995,4.84,0,0,0,0,0,31.875,9.875,0,Idaho,Sun Belt,2017,INA,INA,0,0,2559234,REH439587.png
AR-0600,Allen,Reisner,A.Reisner,TE,,74,255,9/29/1988,4.9,15,30.5,110,4.59,7.2,0,0,0,Iowa,Big Ten,2011,INA,INA,0,0,2495437,REI694855.png
AR-0625,Austin,Reiter,A.Reiter,OL,,75,300,11/27/1991,5.17,0,34,107,4.53,7.65,0,0,222,South Florida,American Athletic,2015,CLE,C,62,2,2553452,REI765747.png
AR-0650,Adam,Replogle,A.Replogle,DL,,75,294,10/10/1990,5.09,38,31.5,106,4.71,7.62,0,0,0,Indiana,Big Ten,2013,INA,INA,0,0,2541158,REP456819.png
AR-0700,Alan,Reuber,A.Reuber,OL,,78,323,1/26/1981,5.49,29,29,100,4.82,7.82,0,0,0,Texas A&M,Big 12,2004,INA,INA,0,0,2505848,REU029662.png
AR-0800,Alan,Ricard,A.Ricard,RB,,71,237,1/17/1977,0,0,0,0,0,0,0,0,0,Louisiana-Monroe,FBS Independents,2001,INA,INA,0,0,2503875,RIC007159.png
AR-0850,Antonio,Richardson,A.Richardson,OL,,78,336,2/24/1992,5.21,36,31,112,5.06,8.04,0,0,0,Tennessee,Southeastern (SEC),2014,INA,INA,0,0,2550391,RIC389324.png
AR-0862,Al-Damion,Riles,A.Riles,WR,,70,212,9/17/1993,4.52,18,33.5,117,4.32,6.88,0,0,0,LA-Lafayette,,2017,INA,INA,0,0,2559349,RIL016060.png
AR-0875,Aaron,Ripkowski,A.Ripkowski,RB,,73,238,10/2/1992,4.7,0,33,113,4.33,7.59,0,0,206,Oklahoma,Big 12,2015,GB,FB,22,1,2552477,RIP355963.png
AR-0900,Andre,Rison,A.Rison,WR,,73,188,3/18/1967,0,0,0,0,0,0,0,0,22,Michigan State,Big Ten,1989,INA,INA,0,0,2502674,RIS519110.png
AR-1000,Austin,Robbins,A.Robbins,DL,,78,290,3/1/1971,0,0,0,0,0,0,0,0,120,North Carolina,Atlantic Coast (ACC),1994,INA,INA,0,0,2502684,ROB031598.png
AR-1100,Andre,Roberts,A.Roberts,WR,,71,195,1/9/1988,4.4,15,36,120,4.15,6.77,31.5,9.5,88,Citadel,Southern,2010,ATL,LWR,19,3,497320,ROB102317.png
AR-1115,A'Shawn,Robinson,A.Robinson,DL,,76,307,3/21/1995,5.13,22,26,106,4.74,7.8,34.5,10.5,46,Alabama,Southeastern (SEC),2016,DET,LDT,91,1,2555265,ROB367960.png
AR-1130,Adrian,Robinson,A.Robinson,LB,,73,250,11/21/1989,4.71,25,32.5,119,4.33,7.31,0,0,0,Temple,Mid-American (MAC),2012,INA,INA,0,0,2534749,ROB365259.png
AR-1160,Adrien,Robinson,A.Robinson,TE,,76,264,9/23/1988,4.56,15,39.5,135,4.43,7.1,0,0,127,Cincinnati,Big East,2012,INA,INA,0,0,2534752,ROB365754.png
AR-1200,Aldrick,Robinson,A.Robinson,WR,,70,184,9/24/1988,4.35,17,40,126,4.09,6.65,29.5,8.75,178,SMU,Conference USA (C-USA),2011,SF,RWR,19,2,2495331,ROB365875.png
AR-1250,Allen,Robinson,A.Robinson,WR,,75,220,8/24/1993,4.57,0,42,131,4,6.54,32,9.5,61,Penn State,Big Ten,2014,JAC,RES,15,2,2543509,ROB365982.png
AR-1300,Aaron,Rodgers,A.Rodgers,QB,,74,225,12/2/1983,4.71,0,34.5,110,4.32,7.12,32.625,9.375,24,California,Pacific 10,2005,GB,QB,12,1,2506363,ROD339293.png
AR-1400,Antrel,Rolle,A.Rolle,DB,,72,206,12/16/1982,4.5,15,37,123,4.01,6.68,0,0,8,Miami (FL),Atlantic Coast (ACC),2005,INA,INA,0,0,2506347,ROL403288.png
AR-1450,Aldrick,Rosas,A.Rosas,K,,74,195,12/30/1994,5.12,0,0,0,0,0,0,0,0,Southern Oregon,,2016,NYG,PK,2,1,2556771,ROS046718.png
AR-1500,Aaron,Ross,A.Ross,DB,,72,197,9/15/1982,4.44,17,34,118,4.15,6.72,0,0,20,Texas,Big 12,2007,INA,INA,0,0,2495725,ROS527992.png
AR-1600,Adrian,Ross,A.Ross,LB,,74,245,2/19/1975,0,0,0,0,0,0,0,0,0,Colorado State,Western Athletic,1998,INA,INA,0,0,2502745,ROS533925.png
AR-1700,Allen,Rossum,A.Rossum,DB,WR,68,178,10/22/1975,0,0,0,0,0,0,0,0,85,Notre Dame,FBS Independents,1998,INA,INA,0,0,2502751,ROS771225.png
AR-1900,Aaron,Rouse,A.Rouse,DB,,76,223,1/8/1984,4.58,16,35,121,4.19,6.81,0,0,89,Virginia Tech,Atlantic Coast (ACC),2007,INA,INA,0,0,2495726,ROU320232.png
AR-2000,Ahtyba,Rubin,A.Rubin,DL,,75,330,7/25/1986,5.2,35,28,106,5,8.05,0,0,190,Iowa State,Big 12,2008,DEN,NT,78,2,1344,RUB425866.png
AR-2050,Alonzo,Russell,A.Russell,WR,,76,206,9/29/1992,4.44,12,30.5,116,4.33,7.17,0,0,0,Toledo,Mid-American (MAC),2016,INA,INA,0,0,2556672,RUS329543.png
AR-2100,Anderson,Russell,A.Russell,DB,,72,208,5/30/1987,4.48,18,37,129,4.16,6.78,0,0,0,Ohio State,Big Ten,2010,INA,INA,0,0,2507827,RUS335570.png
AS-0100,Asante,Samuel,A.Samuel,DB,,71,185,1/6/1981,4.49,9,35.5,120,4.14,6.95,0,0,120,Central Florida,Mid-American (MAC),2003,INA,INA,0,0,2505472,SAM616410.png
AS-0150,Ace,Sanders,A.Sanders,WR,,67,173,11/11/1991,4.53,7,32,117,4.37,6.81,29.5,8.875,101,South Carolina,Southeastern (SEC),2013,INA,INA,0,0,2540267,SAN498310.png
AS-0175,Anthony,Sarao,A.Sarao,LB,,71,233,4/29/1993,4.86,22,35.5,114,4.35,7.25,0,0,0,USC,Pacific 12,2016,INA,INA,0,0,2556397,SAR136909.png
AS-0187,Alex,Scearce,A.Scearce,LB,,75,230,,4.61,24,34.5,124,4.25,7.05,0,0,0,Coastal Carolina,,2017,INA,INA,0,0,2559292,SCE059326.png
AS-0200,A.J.,Schable,A.Schable,RB,,76,285,5/18/1984,4.92,0,0,0,0,0,0,0,0,South Dakota,Great West,2006,INA,INA,0,0,2506734,SCH016249.png
AS-0250,Adam,Schiltz,A.Schiltz,TE,,75,240,6/27/1990,4.72,13,28.5,111,4.73,7.58,0,0,0,Emporia State,,2013,INA,INA,0,0,2542159,SCH181903.png
AS-0300,Anthony,Schlegel,A.Schlegel,LB,,73,245,3/1/1981,4.88,21,32,111,4.39,7.41,0,0,76,Ohio State,Big Ten,2006,INA,INA,0,0,2506904,SCH199958.png
AS-0400,Aaron,Schobel,A.Schobel,DL,,76,262,9/1/1977,4.75,0,38,119,4.03,7.16,0,0,46,Texas Christian,Western Athletic,2001,INA,INA,0,0,2504718,SCH422487.png
AS-0450,Alvin,Scioneaux,A.Scioneaux,LB,,74,232,5/2/1991,4.64,32,39.5,121,0,7.29,0,0,0,Wofford,Southern,2014,INA,INA,0,0,2550461,SCI569642.png
AS-0475,Artavis,Scott,A.Scott,WR,,70,193,12/12/1994,4.61,13,31,115,4.49,7.19,31,9.375,0,Clemson,Atlantic Coast (ACC),2017,LAC,PS,82,1,2559246,SCO087670.png
AS-0500,Arron,Sears,A.Sears,OL,,75,319,10/25/1984,5.16,21,30.5,103,4.5,7.63,0,0,35,Tennessee,Southeastern (SEC),2007,INA,INA,0,0,2495734,SEA500125.png
AS-0550,Austin,Seferian-Jenkins,A.Seferian-Jenkins,TE,RB,78,262,9/29/1992,4.74,20,0,0,0,0,33.75,9.75,38,Washington,Pacific 12,2014,NYJ,TE,88,5,2543683,SEF177981.png
AS-0600,Andrew,Sendejo,A.Sendejo,DB,,73,200,9/9/1987,4.62,19,34,121,4.04,6.87,0,0,0,Rice,Conference USA (C-USA),2010,MIN,SS,34,1,2525323,SEN095404.png
AS-0700,Adam,Seward,A.Seward,LB,,75,253,6/15/1982,4.6,33,36.5,120,4.11,7.17,0,0,149,UNLV,Mountain West (MWC),2005,INA,INA,0,0,2506485,SEW092286.png
AS-0750,Al-Hajj,Shabazz,A.Shabazz,DB,,72,196,8/2/1992,4.63,12,35,125,4.59,7.16,0,0,0,West Chester,,2015,INA,INA,0,0,2553476,SHA011978.png
AS-0775,Adam,Shaheen,A.Shaheen,TE,,78,278,10/24/1993,4.79,24,32.5,121,4.38,7.09,33.5,9.625,45,Ashland,,2017,CHI,TE,87,3,2558144,SHA093706.png
AS-0800,Aaron,Shea,A.Shea,TE,RB,75,255,12/5/1976,4.81,0,37.5,114,4.3,6.72,0,0,110,Michigan,Big Ten,2000,INA,INA,0,0,2504186,SHE008835.png
AS-0850,Austin,Shepherd,A.Shepherd,OL,,76,315,5/28/1992,5.27,17,29,94,4.7,8.04,32.875,10,228,Alabama,Southeastern (SEC),2015,INA,INA,0,0,2552495,SHE496306.png
AS-0900,Anthony,Sherman,A.Sherman,RB,,70,242,12/11/1988,4.74,32,32.5,111,4.41,7.23,30,9.375,136,Connecticut,Big East,2011,KC,FB,42,1,2495340,SHE644991.png
AS-0920,A.Q.,Shipley,A.Shipley,OL,,73,315,5/22/1986,5.19,33,31,100,4.4,7.46,0,0,226,Penn State,Big Ten,2009,ARI,C,53,1,71461,SHI382248.png
AS-0930,Aziz,Shittu,A.Shittu,DL,,74,284,7/27/1994,5.3,31,29.5,102,4.52,7.52,0,0,0,Stanford,Pacific 12,2016,PHI,RES,61,1,2556866,SHI699431.png
AS-0940,Amini,Silatolu,A.Silatolu,OL,,76,314,9/16/1988,5.33,28,31.5,107,4.87,7.95,33,10.125,40,Midwestern State,,2012,CAR,LT,65,2,2532947,SIL132154.png
AS-0960,Alex,Silvestro,A.Silvestro,TE,,75,287,11/15/1988,4.85,29,32,109,4.28,7.16,0,0,0,Rutgers,Big East,2011,INA,INA,0,0,2530544,SIL731424.png
AS-1000,Anthony,Simmons,A.Simmons,LB,,72,240,6/20/1976,0,0,0,0,0,0,0,0,15,Clemson,Atlantic Coast (ACC),1998,INA,INA,0,0,2502951,SIM109459.png
AS-1100,Antoine,Simpson,A.Simpson,DL,,74,310,12/7/1976,0,0,0,0,0,0,0,0,0,Houston,Conference USA (C-USA),1999,INA,INA,0,0,2502960,SIM478354.png
AS-1150,Alex,Singleton,A.Singleton,LB,,74,242,12/7/1993,4.65,15,31,120,4.25,7.13,0,0,0,Montana State,Big Sky,2015,INA,INA,0,0,2553739,SIN350252.png
AS-1200,Alshermond,Singleton,A.Singleton,LB,,74,250,8/7/1975,0,0,0,0,0,0,0,0,128,Temple,Big East,1997,INA,INA,0,0,2502972,SIN354377.png
AS-1300,Aaron,Smith,A.Smith,DL,,77,300,4/9/1976,5.06,19,29.5,110,4.34,7.48,0,0,109,Northern Colorado,,1999,INA,INA,0,0,2502994,SMI018560.png
AS-1400,Akili,Smith,A.Smith,QB,,75,220,8/21/1975,4.66,0,34,114,4.29,6.99,0,0,3,Oregon,Pacific 10,1999,INA,INA,0,0,2502995,SMI448920.png
AS-1500,Aldon,Smith,A.Smith,LB,DL,76,258,9/25/1989,4.74,20,34.5,118,4.5,7.19,35.375,9.75,7,Missouri,Big 12,2011,OAK,SUS,99,1,2495487,SMI029386.png
AS-1600,Alex,Smith,A.Smith,QB,,76,217,5/7/1984,4.71,0,32,113,3.97,6.82,0,9.375,1,Utah,Mountain West (MWC),2005,KC,QB,11,1,2506340,SMI031126.png
AS-1700,Alex,Smith,A.Smith,TE,RB,76,258,5/22/1982,4.75,28,0,0,0,0,0,0,71,Stanford,Pacific 10,2005,INA,INA,0,0,2506410,SMI029398.png
AS-1800,Alfonso,Smith,A.Smith,RB,,73,208,1/23/1987,4.38,19,36,117,4.31,7.12,0,0,0,Eastern Kentucky,Ohio Valley,2010,INA,INA,0,0,2507897,SMI031319.png
AS-1900,Alphonso,Smith,A.Smith,DB,,69,193,10/20/1985,4.47,13,34,125,4.38,7.09,0,0,37,Wake Forest,Atlantic Coast (ACC),2009,INA,INA,0,0,80435,SMI037429.png
AS-2000,Andre,Smith,A.Smith,OL,,76,335,1/25/1987,5.28,19,25,94,4.93,7.88,0,0,6,Alabama,Southeastern (SEC),2009,CIN,LT,71,2,71465,SMI038279.png
AS-2100,Andre,Smith,A.Smith,TE,,77,272,9/26/1988,4.8,22,33.5,119,4.3,7.13,0,0,0,Virginia Tech,Atlantic Coast (ACC),2011,INA,INA,0,0,2530545,SMI038086.png
AS-2200,Anthony,Smith,A.Smith,DB,,71,190,9/20/1983,4.71,18,41,125,4.29,6.63,0,0,83,Syracuse,Big East,2006,INA,INA,0,0,2506906,SMI038666.png
AS-2300,Antone,Smith,A.Smith,RB,,69,190,9/17/1985,4.37,31,32,122,4.32,6.9,0,0,0,Florida State,Atlantic Coast (ACC),2009,INA,INA,0,0,89798,SMI040756.png
AS-2400,Antonio,Smith,A.Smith,DL,,75,295,10/21/1981,5.03,24,33,108,4.75,0,0,0,135,Oklahoma State,Big 12,2004,INA,INA,0,0,2505988,SMI040937.png
AS-2500,Antowain,Smith,A.Smith,RB,,74,232,3/14/1972,0,0,0,0,0,0,0,0,23,Houston,Conference USA (C-USA),1997,INA,INA,0,0,2502997,SMI041179.png
AS-2600,Armond,Smith,A.Smith,RB,,69,194,5/7/1986,0,0,0,0,0,0,0,0,0,Hutchinson,,2011,INA,INA,0,0,2531089,SMI000007.png
AS-2700,Adam,Snyder,A.Snyder,OL,,77,325,1/30/1982,5.34,22,28.5,93,4.86,7.85,0,0,94,Oregon,Pacific 10,2005,INA,INA,0,0,2506433,SNY081787.png
AS-2800,Antwain,Spann,A.Spann,DB,,72,190,2/22/1983,4.45,0,0,0,0,0,0,0,0,Louisiana-Lafayette,Sun Belt,2006,INA,INA,0,0,2506318,SPA462616.png
AS-2900,Armegis,Spearman,A.Spearman,LB,,74,251,4/5/1978,0,0,0,0,0,0,0,0,0,Mississippi,Southeastern (SEC),2000,INA,INA,0,0,2503975,SPE066522.png
AS-3000,Alonzo,Spellman,A.Spellman,DL,,76,287,9/27/1971,0,0,0,0,0,0,0,0,22,Ohio State,Big Ten,1992,INA,INA,0,0,2503078,SPE387482.png
AS-3050,Akeem,Spence,A.Spence,DL,,73,307,11/29/1991,5.09,37,30,107,4.62,7.82,33.5,10,100,Illinois,Big Ten,2013,DET,LDT,97,2,2540201,SPE410844.png
AS-3100,Anthony,Spencer,A.Spencer,LB,DL,75,250,1/23/1984,4.7,30,32.5,112,4.43,7.14,0,0,26,Purdue,Big Ten,2007,INA,INA,0,0,2495745,SPE434038.png
AS-3200,Amari,Spievey,A.Spievey,DB,,71,195,4/15/1988,4.52,6,35,120,4.38,6.89,32,9.625,66,Iowa,Big Ten,2010,INA,INA,0,0,496743,SPI182733.png
AS-3300,Austin,Spitler,A.Spitler,LB,,74,250,10/26/1986,4.7,32,32,112,4.23,6.7,0,0,252,Ohio State,Big Ten,2010,INA,INA,0,0,1037918,SPI629420.png
AS-3325,Alstevis,Squirewell,A.Squirewell,RB,,73,260,9/17/1992,4.98,23,34,117,4.43,7.58,0,0,0,Newberry,,2016,INA,INA,0,0,2556776,SQU311361.png
AS-3350,A.J.,Stamps,A.Stamps,DB,,71,193,3/2/1994,4.55,15,33,115,4.25,7.17,0,0,0,Kentucky,Southeastern (SEC),2016,INA,INA,0,0,2556868,STA319474.png
AS-3400,Aaron,Stecker,A.Stecker,RB,,70,213,11/13/1975,4.84,23,32.5,113,4.17,7,0,0,0,Western Illinois,Missouri Valley,2000,INA,INA,0,0,2503119,STE016516.png
AS-3450,Anthony,Steen,A.Steen,OL,,75,314,5/9/1990,5.34,0,25,106,4.71,7.95,0,0,0,Alabama,Southeastern (SEC),2014,MIA,LG,65,1,2550404,STE080223.png
AS-3500,Alex,Stepanovich,A.Stepanovich,OL,,76,300,9/25/1981,5.29,0,25.5,96,4.54,7.64,0,0,100,Ohio State,Big Ten,2004,INA,INA,0,0,2505983,STE342127.png
AS-3550,ArDarius,Stewart,A.Stewart,WR,,71,204,12/8/1993,4.49,0,34,123,0,0,32.5,9.375,79,Alabama,Southeastern (SEC),2017,NYJ,LWR,18,2,2558150,STE738995.png
AS-3600,Andy,Studebaker,A.Studebaker,DL,LB,75,248,9/16/1985,4.55,0,0,0,0,0,0,0,203,Wheaton,,2008,INA,INA,0,0,4401,STU396828.png
AS-3700,Alex,Sulfsted,A.Sulfsted,OL,,75,320,12/21/1977,5.3,0,30.5,96,0,0,0,0,176,Miami (OH),Mid-American (MAC),2002,INA,INA,0,0,2504702,SUL064270.png
AS-3800,Andrew,Szczerba,A.Szczerba,TE,,78,256,7/16/1988,5.13,22,29.5,111,4.7,7.75,0,0,0,Penn State,Big Ten,2012,INA,INA,0,0,2535870,SZC428041.png
AT-0050,Alameda,Ta'amu,A.Ta'amu,DL,,74,348,8/23/1990,5.3,35,26,103,0,0,32,9.75,109,Washington,Pacific 12,2012,INA,INA,0,0,2532955,TAA403291.png
AT-0100,Aqib,Talib,A.Talib,DB,,73,205,2/13/1986,4.44,10,38,131,4.25,6.82,0,0,20,Kansas,Big 12,2008,DEN,LCB,21,1,1302,TAL428789.png
AT-0130,Andy,Tanner,A.Tanner,WR,,72,183,5/16/1988,0,0,0,0,0,0,0,0,0,Midwestern State,,2010,INA,INA,0,0,2508031,TAN392788.png
AT-0160,Alex,Tanney,A.Tanney,QB,,75,223,11/11/1987,4.96,0,29,103,4.45,7.13,0,0,0,Monmouth,,2012,TEN,RES,11,5,2534870,TAN743421.png
AT-0230,A.J.,Tarpley,A.Tarpley,LB,,72,233,4/30/1992,4.75,24,34,115,4.29,6.99,0,0,0,Stanford,Pacific 12,2015,INA,INA,0,0,2553605,TAR428317.png
AT-0265,Aaron,Taylor,A.Taylor,DB,,71,206,12/25/1993,4.59,18,35,117,4.26,7.08,0,0,0,Ball State,Mid-American (MAC),2017,INA,INA,0,0,2559097,TAY003747.png
AT-0300,Adam,Terry,A.Terry,OL,,80,330,9/1/1982,5.4,21,28,96,4.79,7.85,0,0,64,Syracuse,Big East,2005,INA,INA,0,0,2506403,TER471860.png
AT-0350,Adam,Thielen,A.Thielen,WR,,75,200,8/22/1990,4.54,0,36,120,4.49,6.77,0,0,0,Minnesota State,,2013,MIN,LWR,19,1,2541785,THI510348.png
AT-0400,Adalius,Thomas,A.Thomas,DL,LB,74,270,8/18/1977,4.56,0,38.5,120,4.42,0,0,0,186,Southern Mississippi,Conference USA (C-USA),2000,INA,INA,0,0,2504209,THO013777.png
AT-0500,Anthony,Thomas,A.Thomas,RB,,74,228,11/7/1977,4.58,20,32.5,115,4.44,7.48,0,0,38,Michigan,Big Ten,2001,INA,INA,0,0,2504657,THO027279.png
AT-0600,Andy,Thorn,A.Thorn,TE,,77,250,2/4/1982,4.82,16,32,110,4.41,7.4,0,0,0,Iowa,Big Ten,2006,INA,INA,0,0,2506200,THO749868.png
AT-0700,Andrae,Thurman,A.Thurman,WR,,71,192,10/25/1980,4.54,0,34.5,121,4.33,7.32,0,0,0,Southern Oregon,,2004,INA,INA,0,0,2505868,THU450935.png
AT-0750,Andrew,Tiller,A.Tiller,OL,,76,334,3/13/1989,5.44,16,23,85,4.8,7.92,33.25,9.375,179,Syracuse,Big East,2012,INA,INA,0,0,2533351,TIL097654.png
AT-0800,Adam,Timmerman,A.Timmerman,OL,,76,310,8/14/1971,0,0,0,0,0,0,0,0,230,South Dakota State,,1995,INA,INA,0,0,2503362,TIM565720.png
AT-0900,Amani,Toomer,A.Toomer,WR,,75,208,9/8/1974,0,0,0,0,0,0,0,0,34,Michigan,Big Ten,1996,INA,INA,0,0,2503377,TOO338982.png
AT-0950,Alek,Torgersen,A.Torgersen,QB,,74,215,1/13/1995,4.91,0,30,117,4.68,7.75,0,0,0,Pennsylvania,Ivy League,2017,WAS,PS,10,5,2559125,TOR343212.png
AT-1000,Anthony,Toribio,A.Toribio,DL,,73,315,3/1/1985,0,0,0,0,0,0,0,0,0,Carson-Newman,,2009,INA,INA,0,0,2507444,TOR415289.png
AT-1025,Abou,Toure,A.Toure,RB,,74,231,2/24/1991,4.7,22,39,129,4.6,7.18,0,0,0,Tennessee-Martin,Ohio Valley,2015,INA,INA,0,0,2553853,TOU383726.png
AT-1050,Adrian,Tracy,A.Tracy,DL,,76,245,4/6/1987,4.76,20,35.5,110,4.34,7.08,33.5,9.5,184,William & Mary,Colonial Athletic (CAA),2010,INA,INA,0,0,496867,TRA091822.png
AT-1062,Austin,Trainor,A.Trainor,QB,,74,212,7/10/1991,5.1,0,0,0,0,0,0,0,0,West Georgia,,2016,INA,INA,0,0,2557631,TRA216728.png
AT-1075,Austin,Traylor,A.Traylor,TE,,75,247,9/3/1993,4.91,16,33.5,113,4.7,7.44,0,0,0,Wisconsin,Big Ten,2016,DEN,PS,86,3,2556900,TRA553355.png
AT-1100,Ahmad,Treaudo,A.Treaudo,DB,,70,181,4/15/1982,0,0,0,0,0,0,0,0,0,Delta State,,2005,INA,INA,0,0,2506172,TRE428790.png
AT-1200,Adam,Treu,A.Treu,OL,,77,300,6/24/1974,0,0,0,0,0,0,0,0,72,Nebraska,Big 12,1997,INA,INA,0,0,2503393,TRE780748.png
AT-1300,Andrew,Turzilli,A.Turzilli,WR,,75,195,10/13/1991,4.52,12,0,0,4.34,6.96,0,0,0,Rutgers,Big Ten,2015,INA,INA,0,0,2553829,TUR828576.png
AU-0100,Artie,Ulmer,A.Ulmer,LB,,75,247,7/30/1973,0,0,0,0,0,0,0,0,220,Valdosta State,,1999,INA,INA,0,0,2503437,ULM403291.png
AU-0200,Arturo,Uzdavinis,A.Uzdavinis,OL,,79,308,11/2/1992,5.37,16,35,117,4.88,8,0,0,0,Tulane,American Athletic,2016,INA,INA,0,0,2556698,UZD406291.png
AV-0100,Alex,Van Dyke,A.Van Dyke,WR,,72,205,7/24/1974,0,0,0,0,0,0,0,0,31,Nevada,Big West,1996,INA,INA,0,0,503446,null.png
AV-0200,Alex,Van Pelt,A.Van Pelt,QB,,73,220,5/1/1970,0,0,0,0,0,0,0,0,216,Pittsburgh,Big East,1993,INA,INA,0,0,503454,null.png
AV-0300,Alterraun,Verner,A.Verner,DB,,70,187,12/13/1988,4.52,11,32,116,4.12,6.7,31,9.125,104,UCLA,Pacific 10,2010,MIA,RCB,42,2,494317,VER599864.png
AV-0350,Alejandro,Villanueva,A.Villanueva,OL,DL,81,277,9/22/1988,0,0,0,0,0,0,0,0,0,Army,FBS Independents,2014,PIT,LT,78,1,2550130,VIL407040.png
AV-0400,Adam,Vinatieri,A.Vinatieri,K,,72,202,12/28/1972,0,0,0,0,0,0,0,0,0,South Dakota State,,1996,IND,PK,4,1,2503471,VIN196019.png
AW-0100,Andre,Wadsworth,A.Wadsworth,DL,,76,278,10/19/1974,0,0,0,0,0,0,0,0,3,Florida State,Atlantic Coast (ACC),1998,INA,INA,0,0,2503485,WAD800379.png
AW-0200,Aaron,Walker,A.Walker,TE,WR,78,252,3/14/1980,4.72,24,33.5,115,4.3,7.57,0,0,161,Florida,Southeastern (SEC),2003,INA,INA,0,0,2505567,WAL065884.png
AW-0250,Aundrey,Walker,A.Walker,OL,,76,295,1/15/1993,5.21,0,33.5,106,4.61,7.46,0,0,0,USC,Pacific 12,2015,INA,INA,0,0,2553784,WAL077833.png
AW-0262,Anthony,Walker Jr.,A.Walker Jr.,LB,,73,238,8/8/1995,4.65,23,30.5,115,0,0,30.375,9.5,161,Northwestern,Big Ten,2017,IND,ILB,50,2,0,null.png
AW-0275,Aaron,Wallace,A.Wallace,LB,,74,242,7/8/1993,4.59,25,36,130,4.27,7.45,0,0,222,UCLA,Pacific 12,2016,TEN,RES,52,2,2555320,WAL400144.png
AW-0300,Al,Wallace,A.Wallace,DL,,77,275,3/25/1974,0,0,0,0,0,0,0,0,0,Maryland,Atlantic Coast (ACC),1997,INA,INA,0,0,2503515,WAL402678.png
